Date,Latitude,Longitude,CD1  (/km^2),CD2  (/km^2),CD3  (/km^2),CD4  (/km^2),WD1 (g/km^2) ,WD2 (g/km^2) ,WD3 (g/km^2) ,WD4 (g/km^2) ,Sea State,Source,Info,Comments,
21/06/2009,24.3578,-146.7665,20725.61,7635.75,0.00,,1.67,4.36,0.00,,6,C. Moore,NPG09-M009,,
30/06/2009,23.567,-160.4192,4990.27,8157.17,287.90,,1.04,22.17,10.84,,2,C. Moore,NPG09-M016,,
3/7/2009,29.301,-162.048,55398.79,63140.11,10160.48,,11.88,343.78,311.83,,2,C. Moore,NPG09-M017,,
3/7/2009,29.771,-162.6273,32345.24,50343.80,11216.49,,7.04,237.24,349.67,,2.5,C. Moore,NPG09-M018,,
4/7/2009,30.5422,-163.2292,11958.37,20500.05,1708.34,,1.22,172.79,147.16,,2,C. Moore,NPG09-M019,,
4/7/2009,31.3098,-163.994,137693.90,162773.86,14359.51,,23.80,588.64,1192.43,,1,C. Moore,NPG09-M020,,
4/7/2009,31.6068,-164.2543,25655.84,67099.90,6907.34,,6.32,449.59,661.33,,1,C. Moore,NPG09-M021,,
5/7/2009,32.7388,-165.2378,80350.71,32318.84,3928.26,,14.43,171.77,1680.94,,2,C. Moore,NPG09-M022,,
7/7/2009,34.3688,-169.1825,7522.62,21453.39,2089.62,,1.53,91.80,56.70,,2,C. Moore,NPG09-M023,,
8/7/2009,34.3877,-170.019,57576.04,71728.13,10886.23,,10.63,274.70,531.13,,2,C. Moore,NPG09-M024,,
9/7/2009,35.0628,-171.635,33826.40,38965.56,12732.84,,5.35,143.53,611.51,,2,C. Moore,NPG09-M025,,
9/7/2009,35.002,-171.7438,25474.15,43091.79,5713.83,,4.07,90.47,469.01,,2,C. Moore,NPG09-M026,,
9/7/2009,34.9987,-171.8237,23981.43,30101.69,4121.81,,3.25,44.22,8302.32,,2,C. Moore,NPG09-M027,,
9/7/2009,35.0003,-171.9347,27815.96,32490.91,3389.34,,4.82,93.58,309.24,,2,C. Moore,NPG09-M028,,
10/7/2009,34.5922,-172.951,30274.08,53083.31,1382.38,,7.88,137.13,155.10,,2,C. Moore,NPG09-M029,,
12/7/2009,34.5387,-176.3967,18313.97,94622.16,18313.97,,2.42,455.18,857.09,,0,C. Moore,NPG09-M030,,
12/7/2009,34.4852,-176.4423,20444.61,56952.85,13873.13,,2.77,398.67,5675.57,,0,C. Moore,NPG09-M031,,
12/7/2009,34.4678,-176.4583,9799.58,16985.94,6533.05,,3.07,32.67,663.76,,0,C. Moore,NPG09-M032,,
12/7/2010,34.4452,-176.4782,44996.40,78743.70,937.43,,10.22,89.06,15.00,,0,C. Moore,NPG09-M033,,
12/7/2009,34.4268,-176.4903,81019.16,62559.10,12306.71,,15.79,9278.23,627.64,,1,C. Moore,NPG09-M034,,
14/07/2009,34.0135,-179.9885,11051.75,25261.14,0.00,,3.16,31.58,0.00,,1,C. Moore,NPG09-M035,,
14/07/2009,34.0515,-179.9942,74111.72,280565.79,0.00,,20.12,365.26,0.00,,1,C. Moore,NPG09-M037,,
14/07/2009,34.1497,-179.9897,17998.56,21598.27,0.00,,3.28,21.60,0.00,,1,C. Moore,NPG09-M038,,
14/07/2009,34.1563,-179.988,5454.11,116354.33,7726.65,,0.86,550.41,449.46,,1,C. Moore,NPG09-M039,,
15/07/2009,34.5053,-179.858,1818.04,10302.21,606.01,,0.11,30.54,9.39,,1.5,C. Moore,NPG09-M040,,
15/07/2009,35.095,-179.9312,24283.77,48567.54,4285.37,,3.09,29.38,38.47,,1.5,C. Moore,NPG09-M041,,
15/07/2009,35.3822,-179.893,21628.36,30467.78,2068.80,,4.70,46.08,51.53,,2,C. Moore,NPG09-M042,,
15/07/2009,35.4108,-179.8732,15103.69,15103.69,3775.92,,2.27,37.51,8.68,,1,C. Moore,NPG09-M043,,
16/07/2009,36.0995,-179.588,60256.05,99122.50,9651.40,,7.83,97.30,107.99,,1,C. Moore,NPG09-M044,,
16/07/2009,36.4778,-179.353,29997.60,25712.23,4285.37,,4.30,27.43,57.85,,2,C. Moore,NPG09-M045,,
17/07/2009,37.8532,-179.3768,505.81,6912.80,1180.23,,0.17,34.21,12.31,,1,C. Moore,NPG09-M046,,
18/07/2009,39.2955,-179.7523,11477.34,2086.79,2086.79,,3.23,4.59,107.99,,1,C. Moore,NPG09-M047,,
18/07/2009,39.3125,-179.7445,85587.56,181873.56,10698.44,,16.99,246.63,60.41,,1,C. Moore,NPG09-M048,,
19/07/2009,40.3088,-178.9072,16455.83,53481.44,4113.96,,5.97,80.22,26.74,,2,C. Moore,NPG09-M049,,
19/07/2009,40.492,-178.7088,13845.05,31382.10,2769.01,,2.77,92.30,30.46,,2,C. Moore,NPG09-M050,,
9/9/2009,25.6292,-158.9848,13405.52,17800.77,439.53,,1.98,35.38,10.55,,4,C. Moore,NPG09-M051,,
11/9/2009,28.0083,-160.3058,232634.45,69048.64,8770.88,,31.98,163.15,231.07,,3,C. Moore,NPG09-M052,,
11/9/2009,26.6528,-160.3025,206456.97,44479.77,8659.78,,23.50,77.37,86.46,,2,C. Moore,NPG09-M053,,
13/09/2009,31.1583,-160.2433,223307.20,180074.92,21973.43,,23.95,283.88,280.12,,2,C. Moore,NPG09-M054,,
13/09/2009,31.151,-160.1013,478350.99,218841.55,65028.35,,57.82,1006.35,1875.55,,2,C. Moore,NPG09-M055,,
13/09/2009,31.1502,-159.979,155428.80,91801.12,10762.89,,16.76,282.57,158.33,,2,C. Moore,NPG09-M056,,
17/09/2009,30.8125,-158.6852,46548.00,39730.36,705.27,,5.48,216.92,61.69,,2,C. Moore,NPG09-M057,,
17/09/2009,31.3132,-158.7325,0.00,1993.75,1079.95,,0.00,5.32,7.89,,3,C. Moore,NPG09-M058,,
18/09/2009,32.005,-159.0086,234356.25,124115.07,11624.07,,36.99,475.87,195.40,,1,C. Moore,NPG09-M059,,
18/09/2009,32.4983,-159.92,62482.95,63832.89,5592.61,,9.08,198.83,113.57,,2,C. Moore,NPG09-M060,,
18/09/2009,32.5517,-159.9608,25165.27,53026.82,4673.55,,5.66,2205.20,3744.39,,2,C. Moore,NPG09-M061,,
19/09/2009,33.1373,-159.246,34033.64,23998.08,1963.48,,2.44,177.54,74.44,,4,C. Moore,NPG09-M062,,
19/09/2009,33.1848,-159.229,24076.76,25020.95,4484.89,,3.00,113.44,3448.41,,4,C. Moore,NPG09-M063,,
24/09/2009,34.2913,-144.3522,102332.95,233158.60,25683.56,,26.61,1028.63,5169.62,,2,C. Moore,NPG09-M065,,
24/09/2009,34.37,-143.7072,82359.48,389901.84,27118.37,,16.29,4020.29,4608.68,,3,C. Moore,NPG09-M066,,
25/09/2009,34.6675,-142.0818,43732.77,217784.78,10109.08,,11.10,1133.98,979.70,,4,C. Moore,NPG09-M067,,
25/09/2009,34.9327,-141.896,4331.36,50688.63,4097.23,,1.87,378.82,877.74,,5.5,C. Moore,NPG09-M068,,
26/09/2009,35.007,-141.434,25281.40,157078.34,11870.71,,6.28,1234.62,6174.96,,5.5,C. Moore,NPG09-M069,,
26/09/2009,35.3843,-141.0217,12176.97,80178.94,7228.34,,2.66,876.02,4954.14,,5.5,C. Moore,NPG09-M070,,
26/09/2009,35.841,-140.8242,6341.89,145774.85,19779.61,,0.93,1316.23,4521.02,,5,C. Moore,NPG09-M071,,
27/09/2009,36.074,-140.8297,15049.64,200119.58,8541.69,,5.02,1352.16,8788.18,,5,C. Moore,NPG09-M072,,
27/09/2009,36.0405,-140.3197,19181.16,326223.90,10960.66,,12.69,1739.70,1277.21,,5,C. Moore,NPG09-M073,,
27/09/2009,36.0135,-140.1468,99772.24,354257.37,18899.59,,26.65,1708.00,7013.94,,5,C. Moore,NPG09-M074,,
27/09/2009,35.9848,-139.9853,64136.84,109045.40,5302.15,,6.84,830.07,11642.94,,5,C. Moore,NPG09-M075,,
27/09/2009,35.9262,-139.7735,20349.25,73295.57,8484.17,,3.06,805.56,8079.16,,5,C. Moore,NPG09-M076,,
28/09/2009,35.6865,-139.2023,0.00,39715.13,3380.01,,0.00,336.24,1635.57,,5,C. Moore,NPG09-M077,,
25/09/2009,34.6502,-142.2878,88881.78,286396.84,25183.17,,20.22,1953.03,1812.97,,2,C. Moore,NPG09-M078,68,
11/7/2011,31.5383,-156.8608,6798.71,24281.09,5827.46,,0.87,0.29,903.26,,2,H.Carson,NPG11-1,,
11/7/2011,32.2027,-156.8332,6957.08,21280.47,5320.12,,1.19,162.55,308.57,,4,H.Carson,NPG11-2,,
14/07/2011,39.1247,-156.9162,4548.72,24397.70,2894.64,,1.98,74.60,6083.67,,3,H.Carson,NPG11-3,,
14/07/2011,40.2005,-156.707,13470.24,29695.75,2755.28,,1.07,109.38,84.92,,3,H.Carson,NPG11-4,,
15/07/2011,41.0398,-156.2367,16016.88,66276.76,3313.84,,2.71,265.05,38.66,,1,H.Carson,NPG11-5,,
15/07/2011,41.3213,-155.7068,95605.29,102762.91,21217.22,,11.61,170.66,150.82,,2,H.Carson,NPG11-6,,
15/07/2011,41.3388,-155.7317,47068.59,45234.75,0.00,,4.40,58.93,0.00,,2,H.Carson,NPG11-7,,
16/07/2011,41.2838,-154.2545,83148.98,123167.20,11116.17,,16.01,168.08,280.57,,1,H.Carson,NPG11-8,,
17/07/2011,40.5463,-151.5393,4703.68,9407.35,335.98,,0.01,38.51,21516.30,,1,H.Carson,NPG11-9,,
17/07/2011,40.5133,-150.16,59575.71,9637.25,876.11,,3.07,50.64,8.76,,2,H.Carson,NPG11-10,,
18/07/2011,40.4037,-148.0525,62003.48,31001.74,1347.90,,3.59,40.89,2.25,,3,H.Carson,NPG11-11,,
18/07/2011,40.2372,-146.2703,38712.74,5211.33,0.00,,1.74,9.93,0.00,,4,H.Carson,NPG11-12,,
19/07/2011,40.0895,-144.4545,88723.44,15046.67,518.85,,3.63,22.36,0.52,,4,H.Carson,NPG11-13,,
20/07/2011,40.3673,-140.9322,53751.77,9406.56,0.00,,17.02,16.57,0.00,,4,H.Carson,NPG11-14,,
21/07/2011,42.0602,-137.5418,106763.07,64419.75,1447.63,,4.70,2.53,25.33,,4,H.Carson,NPG11-15,,
22/07/2011,43.6962,-134.5772,27369.63,9519.87,0.00,,0.42,10.11,0.00,,4,H.Carson,NPG11-16,16,
7/5/2012,14.5523,160.7231,1632.46,4570.90,979.48,,0.46,3.92,44.31,,4,M. Eriksen,NPG12-SM001,,
8/5/2012,15.2175,159.9003,0.00,2772.96,554.59,,0.00,17.19,16.64,,2,M. Eriksen,NPG12-SM002,,
8/5/2012,15.7937,159.2056,0.00,359.73,1438.91,,0.00,0.00,0.36,,3,M. Eriksen,NPG12-SM003,,
8/5/2012,16.4507,158.5566,0.00,387.59,0.00,,0.00,3.29,0.00,,4,M. Eriksen,NPG12-SM004,,
9/5/2012,17.4912,157.5383,647.66,2914.45,323.83,,0.10,13.28,5.51,,3,M. Eriksen,NPG12-SM005,,
9/5/2012,17.9596,157.078,724.62,4710.01,362.31,,0.22,25.00,163.04,,3,M. Eriksen,NPG12-SM006,,
10/5/2012,32.8112,156.4986,0.00,1877.65,0.00,,0.00,21.62,0.00,,3,M. Eriksen,NPG12-SM007,,
10/5/2012,19.4321,156.1433,573.26,3439.56,573.26,,0.06,17.57,31.50,,3,M. Eriksen,NPG12-SM008,,
11/5/2012,19.6586,155.1127,2829.79,3773.05,0.00,,1.23,4.40,0.00,,2,M. Eriksen,NPG12-SM009,,
11/5/2012,20.5115,155.1814,5557.49,8027.49,617.50,,1.02,30.81,1.23,,3,M. Eriksen,NPG12-SM010,,
12/5/2012,21.5837,155.3391,555.18,1387.96,0.00,,0.14,7.77,0.00,,2,M. Eriksen,NPG12-SM011,,
12/5/2012,22.4588,155.2998,12957.51,14701.79,1245.91,,1.92,30.77,17.94,,2,M. Eriksen,NPG12-SM012,,
13/05/2012,23.4111,155.2311,6315.32,5112.40,1202.92,,1.20,9.89,126.01,,2,M. Eriksen,NPG12-SM013,,
13/05/2012,24.2949,155.0853,3526.16,11540.16,1923.36,,0.71,63.05,113.54,,2,M. Eriksen,NPG12-SM014,,
14/05/2012,25.099,154.157,10862.09,9296.38,391.43,,2.03,21.16,28.41,,3,M. Eriksen,NPG12-SM015,,
14/05/2012,25.7062,153.2397,814.51,3258.06,1221.77,,0.29,49.69,328.66,,3,M. Eriksen,NPG12-SM016,,
15/05/2012,26.3517,152.2958,3400.19,27201.52,1360.08,,0.66,131.63,41.89,,2,M. Eriksen,NPG12-SM017,,
15/05/2012,27.0833,151.3647,4323.51,14699.93,864.70,,1.27,44.33,151.61,,3,M. Eriksen,NPG12-SM018,,
16/05/2012,27.8482,150.2578,36781.10,275858.22,12260.37,,7.66,1187.42,936.69,,3,M. Eriksen,NPG12-SM019,,
16/05/2012,28.5588,149.3047,2689.82,17483.84,336.23,,0.98,61.70,0.37,,4,M. Eriksen,NPG12-SM020,,
17/05/2012,29.7272,148.0468,62977.87,127580.97,10157.72,,13.16,155.17,30.07,,3,M. Eriksen,NPG12-SM021,,
14/06/2012,33.2582,151.1831,20879.57,29285.63,2982.80,,3.71,63.21,16.27,,3,M. Eriksen,NPG12-SM022,,
15/06/2012,32.0859,153.1712,6919.37,24632.94,553.55,,1.69,70.16,11.43,,3,M. Eriksen,NPG12-SM023,,
16/06/2012,31.2728,155.3199,3546.62,9995.02,2256.94,,0.87,32.27,291.40,,2,M. Eriksen,NPG12-SM024,,
17/06/2012,30.7313,157.7742,2553.92,11918.30,4540.30,,0.85,70.52,176.50,,2,M. Eriksen,NPG12-SM025,,
18/06/2012,30.191,160.4028,8654.04,24725.84,0.00,,1.14,91.24,0.00,,2,M. Eriksen,NPG12-SM026,,
19/06/2012,30.4448,163.3177,1832.98,6022.66,261.85,,0.31,12.31,33.52,,3,M. Eriksen,NPG12-SM027,,
20/06/2012,30.4993,166.0763,9357.02,15311.50,1417.73,,0.96,30.91,57.28,,2,M. Eriksen,NPG12-SM028,,
21/06/2012,30.077,168.133,24616.74,23406.08,807.11,,4.68,50.44,292.17,,3,M. Eriksen,NPG12-SM029,,
22/06/2012,29.1979,169.8263,3547.73,11234.48,591.29,,0.44,53.87,25.72,,2,M. Eriksen,NPG12-SM030,,
23/06/2012,29.4129,172.0143,6335.44,11966.93,1759.84,,0.84,68.92,296.01,,2,M. Eriksen,NPG12-SM031,,
24/06/2012,28.4783,175.315,31770.67,42236.31,2242.64,,6.39,99.50,595.42,,3,M. Eriksen,NPG12-SM032,,
26/06/2012,30.2817,-176.8333,14421.28,17457.33,759.01,,0.87,51.35,31.88,,3,M. Eriksen,NPG12-SM033,,
27/06/2012,31.1333,-174.3002,13779.54,22259.26,1766.61,,0.67,146.45,1837.98,,3,M. Eriksen,NPG12-SM034,34,
28/03/2011,-33.1342,-81.2382,1090.16,0.00,0.00,,0.33,0.00,0.00,,3,M. Eriksen,SPG11-SM001,,
28/03/2011,-33.1071,-82.387,0.00,0.00,0.00,,0.00,0.00,0.00,,3,M. Eriksen,SPG11-SM003,,
29/03/2011,-33.0195,-83.4213,0.00,0.00,0.00,,0.00,0.00,0.00,,2,M. Eriksen,SPG11-SM005,,
29/03/2011,-32.9105,-84.4851,0.00,605.65,0.00,,0.00,2.73,0.00,,2,M. Eriksen,SPG11-SM007,,
30/03/2011,-32.8038,-86.2393,0.00,817.62,1226.43,,0.00,1.23,9.40,,2,M. Eriksen,SPG11-SM009,,
30/03/2011,-32.7309,-86.3835,1486.58,0.00,371.65,,0.74,0.00,0.74,,1.5,M. Eriksen,SPG11-SM011,,
30/03/2011,-32.5685,-87.4243,1168.03,0.00,0.00,,1.17,0.00,0.00,,1,M. Eriksen,SPG11-SM013,,
31/03/2011,-32.3817,-88.1103,355.49,6398.77,4976.82,,0.11,5.69,72.16,,1,M. Eriksen,SPG11-SM015,,
31/03/2011,-32.2052,-89.4267,791.25,791.25,395.62,,0.12,1.58,1.58,,1,M. Eriksen,SPG11-SM017,,
31/03/2011,-31.978,-90.4108,1308.19,3270.48,327.05,,0.34,7.85,0.65,,1,M. Eriksen,SPG11-SM019,,
1/4/2011,-31.8065,-91.3445,0.00,1533.04,0.00,,0.00,1.02,0.00,,2,M. Eriksen,SPG11-SM021,,
1/4/2011,-31.5774,-92.3432,1226.43,7767.40,408.81,,0.41,19.21,11.04,,3,M. Eriksen,SPG11-SM023,,
2/4/2011,-31.3878,-93.3457,371.65,7804.56,1114.94,,1.49,17.10,6.69,,3,M. Eriksen,SPG11-SM025,,
2/4/2011,-31.1743,-94.3172,766.52,1533.04,255.51,,0.31,8.69,4.60,,3,M. Eriksen,SPG11-SM027,,
2/4/2011,-30.9504,-95.3477,1645.11,3290.22,658.04,,0.33,5.59,4.28,,3,M. Eriksen,SPG11-SM029,,
3/4/2011,-30.5732,-96.2025,1179.83,5191.24,1179.83,,0.03,31.90,14.63,,3,M. Eriksen,SPG11-SM031,,
3/4/2011,-30.2413,-97.0948,8328.02,22902.06,1561.50,,2.60,53.59,13.79,,4,M. Eriksen,SPG11-SM033,,
3/4/2011,-29.8994,-97.9295,11841.41,41444.92,2255.51,,3.55,82.61,11.56,,3,M. Eriksen,SPG11-SM035,,
6/4/2011,-29.5605,-98.8063,2555.07,18907.48,511.01,,2.04,94.82,8.18,,3,M. Eriksen,SPG11-SM037,,
4/4/2011,-29.3441,-99.7966,24528.63,33007.66,18169.35,,4.60,42.88,33.92,,3,M. Eriksen,SPG11-SM039,,
5/4/2011,-29.1922,-100.739,7665.20,56211.43,3577.09,,2.20,263.48,42.36,,2,M. Eriksen,SPG11-SM041,,
5/4/2011,-29.0453,-101.7302,244566.94,109695.46,42079.90,,20.86,413.61,296.36,,2,M. Eriksen,SPG11-SM043,,
6/4/2011,-28.8929,-102.5777,50828.03,53451.42,8198.07,,8.69,136.09,74.77,,1,M. Eriksen,SPG11-SM045,,
6/4/2011,-28.7311,-103.5486,8176.21,24098.30,2151.63,,1.20,73.07,10.16,,2.5,M. Eriksen,SPG11-SM047,,
6/4/2011,-28.5805,-104.3963,23413.69,55375.23,4831.40,,3.53,139.89,26.76,,3,M. Eriksen,SPG11-SM049,,
7/4/2011,-28.33,-105.331,8176.21,32402.01,3028.23,,1.36,147.47,36.04,,3,M. Eriksen,SPG11-SM051,,
7/4/2011,-28.1885,-106.3073,2146.25,11957.70,1839.65,,0.61,67.76,20.54,,5,M. Eriksen,SPG11-SM053,,
8/4/2011,-27.8781,-107.246,1460.04,3504.09,292.01,,0.32,33.29,4.96,,4,M. Eriksen,SPG11-SM055,,
8/4/2011,-27.5502,-108.0495,17546.56,73110.66,3289.98,,2.08,323.66,49.28,,3,M. Eriksen,SPG11-SM058,,
9/4/2011,-27.2818,-108.9362,0.00,43497.43,1635.24,,0.00,186.12,19.95,,2,M. Eriksen,SPG11-SM060,,
15/04/2011,-27.022,-110.9803,634.91,13333.07,634.91,,0.21,132.38,22.01,,3,M. Eriksen,SPG11-SM061,,
15/04/2011,-26.8718,-111.9128,845.81,9585.90,1691.63,,0.39,57.52,52.72,,3,M. Eriksen,SPG11-SM062,,
16/04/2011,-26.6982,-112.871,598.26,2193.62,0.00,,0.18,18.15,0.00,,3,M. Eriksen,SPG11-SM064,,
16/04/2011,-26.6027,-113.8575,0.00,1582.49,263.75,,0.00,2.32,2.37,,3,M. Eriksen,SPG11-SM066,,
16/04/2011,-26.5353,-114.8312,0.00,662.94,441.96,,0.00,1.77,0.66,,4,M. Eriksen,SPG11-SM068,,
17/04/2011,-26.3318,-115.7358,0.00,0.00,527.50,,0.00,0.00,8.44,,3,M. Eriksen,SPG11-SM070,,
17/04/2011,-26.238,-116.6753,1409.69,4511.01,281.94,,0.28,15.79,4.51,,4,M. Eriksen,SPG11-SM072,,
18/04/2011,-26.1643,-117.5795,0.00,3633.87,302.82,,0.00,26.65,0.61,,2,M. Eriksen,SPG11-SM074,,
18/04/2011,-26.0652,-118.5125,0.00,598.99,0.00,,0.00,2.99,0.00,,2,M. Eriksen,SPG11-SM076,,
18/04/2011,-26.0422,-119.432,3971.30,7475.39,700.82,,0.30,2.80,1.64,,1,M. Eriksen,SPG11-SM078,,
19/04/2011,-25.9512,-120.4278,2271.17,4315.22,908.47,,1.14,14.54,2.73,,1,M. Eriksen,SPG11-SM079,,
19/04/2011,-25.8596,-121.3422,1907.78,2180.32,0.00,,0.19,0.82,0.00,,4,M. Eriksen,SPG11-SM080,,
19/04/2011,-25.5538,-122.2008,0.00,1886.82,943.41,,0.00,0.75,0.63,,1,M. Eriksen,SPG11-SM082,,
20/04/2011,-25.2705,-123.2543,480.95,961.91,0.00,,0.19,1.68,0.00,,1,M. Eriksen,SPG11-SM083,,
20/04/2011,-24.9669,-123.9391,4496.91,8585.02,817.62,,0.78,2.66,0.61,,2,M. Eriksen,SPG11-SM085,,
20/04/2011,-24.6527,-124.7923,4792.95,20299.55,1973.57,,0.54,7.33,5.07,,1,M. Eriksen,SPG11-SM087,,
21/04/2011,-24.5847,-125.7344,8191.38,14562.45,1365.23,,0.82,11.83,1.14,,1,M. Eriksen,SPG11-SM088,,
21/04/2011,-24.4952,-126.6168,5450.81,3331.05,0.00,,0.45,3.03,0.00,,1,M. Eriksen,SPG11-SM089,48,
19/03/2010,-26.5485,106.8701,2803.27,2102.45,140.16,,0.42,6.17,2.80,,2.5,M. Eriksen,IOG10-SM002,,
22/03/2010,-24.3947,99.5107,1780.66,4451.66,1335.50,,0.71,11.06,3.56,,2,M. Eriksen,IOG10-SM003,,
23/03/2010,-24.4876,98.1066,4897.21,3832.60,0.00,,0.64,6.60,0.00,,2,M. Eriksen,IOG10-SM004,,
22/03/2010,-24.4935,96.4434,14358.22,88542.35,4786.07,,2.15,220.16,162.73,,2,M. Eriksen,IOG10-SM005,,
23/03/2010,-24.0191,94.8233,4995.14,9250.27,2590.07,,0.91,21.15,24.79,,2,M. Eriksen,IOG10-SM006,,
26/03/2010,-21.4145,75.2972,15797.43,4070.08,850.81,,1.22,5.93,27.57,,2,M. Eriksen,IOG10-SM007,,
31/03/2010,-21.2668,72.1455,1282.41,3373.72,453.78,,0.22,13.00,69.72,,2,M. Eriksen,IOG10-SM010,,
1/4/2010,-21.049,68.4367,11186.87,15071.55,4523.92,,0.00,1.35,579.20,,2,M. Eriksen,IOG10-SM011,,
2/4/2010,-20.6787,64.942,52575.00,99547.74,9480.74,,12.28,967.90,6655.26,,2.5,M. Eriksen,IOG10-SM012,,
3/4/2010,-20.2472,61.6722,1039.18,4429.31,1294.72,,0.21,21.66,88.28,,2.5,M. Eriksen,IOG10-SM013,10,
10/7/2010,43.6823,7.699,13316.44,7576.13,3882.21,,,,,,1,F.Galgani,MED10-1,,
10/7/2010,43.7653,8.0349,20187.79,11485.45,5885.45,,,,,,1,F.Galgani,MED10-2,,
11/7/2010,44.1738,8.9859,92122.13,52411.07,26856.82,,,,,,1,F.Galgani,MED10-3,,
11/7/2010,44.2934,9.2035,409477.27,232964.00,119376.91,,,,,,1,F.Galgani,MED10-4,,
12/7/2010,43.8789,9.3394,113883.27,64791.63,33200.94,,,,,,1,F.Galgani,MED10-5,,
13/07/2010,43.2046,8.999,15454.07,8792.29,4505.40,,,,,,1,F.Galgani,MED10-6,,
15/07/2010,42.8895,10.2292,70234.88,39958.75,20475.92,,,,,,2,F.Galgani,MED10-7,,
15/07/2010,42.8428,10.2831,479454.64,272776.24,139777.75,,,,,,3,F.Galgani,MED10-9,,
16/07/2010,42.9838,9.3248,34209.26,19462.68,9973.19,,,,,,2,F.Galgani,MED10-10,,
17/07/2010,42.7337,9.0328,46825.15,26640.25,13651.17,,,,,,1,F.Galgani,MED10-11,,
21/07/2010,42.8743,8.2616,84165.77,47884.45,24537.26,,,,,,1,F.Galgani,MED10-12,,
21/07/2010,42.8568,8.317,20315.87,11558.32,5922.79,,,,,,1,F.Galgani,MED10-13,,
21/07/2010,42.7962,8.4162,102593.36,58368.46,29909.54,,,,,,1,F.Galgani,MED10-14,,
21/07/2010,42.757,8.4698,16036.52,9123.66,4675.21,,,,,,1,F.Galgani,MED10-15,,
21/07/2010,42.7252,8.5102,15672.25,8916.41,4569.01,,,,,,1,F.Galgani,MED10-16,,
21/07/2010,42.6938,8.5717,15091.79,8586.18,4399.78,,,,,,1,F.Galgani,MED10-17,,
21/07/2010,42.6544,8.6121,51079.91,29060.91,14891.58,,,,,,1,F.Galgani,MED10-18,,
21/07/2010,42.6225,8.6588,102740.28,58452.05,29952.38,,,,,,1,F.Galgani,MED10-19,,
21/07/2010,42.6043,8.7248,193871.49,110299.35,56520.30,,,,,,1,F.Galgani,MED10-20,,
22/07/2010,42.8195,8.3553,16340.00,9296.32,4763.68,,,,,,1,F.Galgani,MED10-21,,
26/07/2010,43.2464,8.0701,28442.22,16181.64,8291.90,,,,,,2,F.Galgani,MED10-22,,
27/07/2010,43.5498,8.6342,57998.75,32997.24,16908.66,,,,,,3,F.Galgani,MED10-23,,
27/07/2010,43.4473,8.3581,29318.18,16680.00,8547.27,,,,,,4,F.Galgani,MED10-24,,
29/07/2010,43.0758,6.384,24346.69,13851.57,7097.91,,,,,,3,F.Galgani,MED10-25,,
29/07/2010,43.0032,6.3696,247853.67,141011.45,72257.99,,,,,,3,F.Galgani,MED10-26,,
30/07/2010,43.063,5.8787,0.00,0.00,0.00,,,,,,6,F.Galgani,MED10-27,,
31/07/2010,43.3181,5.1862,0.00,0.00,0.00,,,,,,4,F.Galgani,MED10-28,,
31/07/2010,43.3203,5.1988,0.00,0.00,0.00,,,,,,4,F.Galgani,MED10-29,,
31/07/2010,43.3241,5.1659,6965.44,3962.85,2030.67,,,,,,5,F.Galgani,MED10-30,,
1/8/2010,43.3003,5.246,0.00,0.00,0.00,,,,,,4,F.Galgani,MED10-31,,
1/8/2010,43.2609,4.9354,6450.00,3669.60,1880.40,,,,,,4,F.Galgani,MED10-32,,
1/8/2010,43.0098,4.3971,5077.60,2888.80,1480.30,,,,,,5,F.Galgani,MED10-33,,
1/8/2010,42.8136,3.9276,6046.12,3439.82,1762.65,,,,,,5,F.Galgani,MED10-34,,
2/8/2010,42.5295,3.1341,6139.67,3493.04,1789.93,,,,,,5,F.Galgani,MED10-35,,
2/8/2010,42.4627,3.3037,10883.01,6191.68,3172.78,,,,,,5,F.Galgani,MED10-36,,
2/8/2010,42.3302,3.4784,22326.06,12701.97,6508.83,,,,,,5,F.Galgani,MED10-37,,
2/8/2010,42.2513,3.6462,68493.52,38968.03,19968.25,,,,,,5,F.Galgani,MED10-38,,
7/8/2010,42.2428,8.5225,6506.05,3701.49,1896.74,,,,,,4,F.Galgani,MED10-39,,
7/8/2010,42.3235,8.5842,20425.00,11620.40,5954.60,,,,,,4,F.Galgani,MED10-40,,
7/8/2010,43.5743,7.393,27412.50,15595.80,7991.70,,,,,,4,F.Galgani,MED10-41,40,
3/1/2011,-60.3388,-60.5325,36850.15,3122.89,0.00,,56.14,0.44,0.00,,2,M. Eriksen,SO11-M084 TARA,,
17/01/2011,-63.8753,-56.0937,12847.79,26766.22,3211.95,,1.82,22.38,4.71,,2,M. Eriksen,SO11-M087 TARA,,
22/01/2011,-63.3871,-56.801,0.00,9389.37,0.00,,0.00,1.24,0.00,,2,M. Eriksen,SO11-M088 TARA,,
27/01/2011,-57.7642,-67.0034,0.00,955.79,0.00,,0.00,0.55,0.00,,2,M. Eriksen,SO11-M089 TARA,,
21/02/2011,-39.6298,-76.9828,750.64,0.00,0.00,,0.27,0.00,0.00,,2,M. Eriksen,SO11-M090 TARA,,
25/02/2011,-34.1697,-73.0895,0.00,406.98,0.00,,0.00,0.96,0.00,,2,M. Eriksen,SO11-M091 TARA,,
26/02/2011,-33.6899,-72.0005,0.00,1247.51,311.88,,0.00,0.47,6.24,,2,M. Eriksen,SO11-M092 TARA,7,
